modifieddate,nombre,sinopsis,emision,fechasalida,image,categoria__nombre,genero__nombre,cantidadepisodios,promedio_puntuaciones_imdb,linkimdb
2024-07-07,Revenger,A vengeful samurai works with a mysterious organization to take revenge on behalf of those who have no power.,False,2023-01-05,portada/2023/05/10/Revenger_MID.jpg,Anime,Samurai,12,6.4,https://www.imdb.com/title/tt25534100/
2024-07-07,Rewrite,"Kazamatsuri, a modern, well-developed city renowned for its burgeoning greenery and rich Japanese culture, is home to Kotarou Tennouji, a high schooler least privy to the place's shared values. Content to fill his pockets with frivolity, the proud and nosey boy whiles away his ti... ",False,2016-07-01,portada/2022/11/25/Rewrite_MID.jpg,Anime,School,24,6.0,https://www.imdb.com/title/tt5683292/
2024-07-07,Rewrite,"Kazamatsuri, a modern, well-developed city renowned for its burgeoning greenery and rich Japanese culture, is home to Kotarou Tennouji, a high schooler least privy to the place's shared values. Content to fill his pockets with frivolity, the proud and nosey boy whiles away his ti... ",False,2016-07-01,portada/2022/11/25/Rewrite_MID.jpg,Anime,Action,24,6.0,https://www.imdb.com/title/tt5683292/
2024-07-07,Rewrite,"Kazamatsuri, a modern, well-developed city renowned for its burgeoning greenery and rich Japanese culture, is home to Kotarou Tennouji, a high schooler least privy to the place's shared values. Content to fill his pockets with frivolity, the proud and nosey boy whiles away his ti... ",False,2016-07-01,portada/2022/11/25/Rewrite_MID.jpg,Anime,Fantasy,24,6.0,https://www.imdb.com/title/tt5683292/
2024-07-07,Rewrite,"Kazamatsuri, a modern, well-developed city renowned for its burgeoning greenery and rich Japanese culture, is home to Kotarou Tennouji, a high schooler least privy to the place's shared values. Content to fill his pockets with frivolity, the proud and nosey boy whiles away his ti... ",False,2016-07-01,portada/2022/11/25/Rewrite_MID.jpg,Anime,Comedy,24,6.0,https://www.imdb.com/title/tt5683292/
2024-07-07,Rewrite,"Kazamatsuri, a modern, well-developed city renowned for its burgeoning greenery and rich Japanese culture, is home to Kotarou Tennouji, a high schooler least privy to the place's shared values. Content to fill his pockets with frivolity, the proud and nosey boy whiles away his ti... ",False,2016-07-01,portada/2022/11/25/Rewrite_MID.jpg,Anime,Romance,24,6.0,https://www.imdb.com/title/tt5683292/
2024-07-07,Rikei ga Koi ni Ochita no de Shoumei shitemita,Two scientists seek to find if love can be solved by a scientific theory. They will find the answer in their own hearts and feelings.,False,2020-01-01,portada/2022/11/25/Rikei_ga_Koi_ni_Ochita_no_de_Shoumei_shitemita_MID.jpg,Anime,Comedy,24,6.9,https://www.imdb.com/title/tt10635210/
2024-07-07,Rikei ga Koi ni Ochita no de Shoumei shitemita,Two scientists seek to find if love can be solved by a scientific theory. They will find the answer in their own hearts and feelings.,False,2020-01-01,portada/2022/11/25/Rikei_ga_Koi_ni_Ochita_no_de_Shoumei_shitemita_MID.jpg,Anime,Romance,24,6.9,https://www.imdb.com/title/tt10635210/
2023-10-13,Robomasters,"Universitarios compitiendo en torneos de Robots. Serie de anime de producción chino-japonesa que cuenta con realización del estudio japonés de animación 3D Dandelion Animation Studio. El proyecto se encuentra promovido por Da-Jiang Innovations (DJI), una empresa china especializada en la fabricación de drones, y se inspira en su torneo RoboMasters, la mayor competición de robótica para estudiantes del mundo.",False,2017-10-01,portada/2022/11/25/Robomasters_MID.jpg,Anime,School,6,0.0,
2023-10-13,Robomasters,"Universitarios compitiendo en torneos de Robots. Serie de anime de producción chino-japonesa que cuenta con realización del estudio japonés de animación 3D Dandelion Animation Studio. El proyecto se encuentra promovido por Da-Jiang Innovations (DJI), una empresa china especializada en la fabricación de drones, y se inspira en su torneo RoboMasters, la mayor competición de robótica para estudiantes del mundo.",False,2017-10-01,portada/2022/11/25/Robomasters_MID.jpg,Anime,Action,6,0.0,
2024-07-07,Robotics;Notes,"2019, Divergence Ratio 1.048596. The near future, where a device popularly called the PokeCom, packaged with PhoneDroid OS, spreads, bringing the Augmented Reality world close to existence. Central Tanegashima High School's Robot Research Club is in danger of losing its club stat... ",False,2012-10-01,portada/2022/11/25/RoboticsNotes_MID.jpg,Anime,Drama,22,6.9,https://www.imdb.com/title/tt2293974/
2024-07-07,Robotics;Notes,"2019, Divergence Ratio 1.048596. The near future, where a device popularly called the PokeCom, packaged with PhoneDroid OS, spreads, bringing the Augmented Reality world close to existence. Central Tanegashima High School's Robot Research Club is in danger of losing its club stat... ",False,2012-10-01,portada/2022/11/25/RoboticsNotes_MID.jpg,Anime,Science Fiction,22,6.9,https://www.imdb.com/title/tt2293974/
2024-07-07,Robotics;Notes,"2019, Divergence Ratio 1.048596. The near future, where a device popularly called the PokeCom, packaged with PhoneDroid OS, spreads, bringing the Augmented Reality world close to existence. Central Tanegashima High School's Robot Research Club is in danger of losing its club stat... ",False,2012-10-01,portada/2022/11/25/RoboticsNotes_MID.jpg,Anime,School,22,6.9,https://www.imdb.com/title/tt2293974/
2024-07-07,Robotics;Notes,"2019, Divergence Ratio 1.048596. The near future, where a device popularly called the PokeCom, packaged with PhoneDroid OS, spreads, bringing the Augmented Reality world close to existence. Central Tanegashima High School's Robot Research Club is in danger of losing its club stat... ",False,2012-10-01,portada/2022/11/25/RoboticsNotes_MID.jpg,Anime,Mystery,22,6.9,https://www.imdb.com/title/tt2293974/
2024-07-07,Rokka no Yuusha,"When evil awakes, the deity of Fate will choose six heroes to save the world from ruination.",False,2015-07-01,portada/2022/11/25/Rokka_no_Yuusha_MID.jpg,Anime,Fantasy,12,6.8,https://www.imdb.com/title/tt4958610/
2024-07-07,Rokka no Yuusha,"When evil awakes, the deity of Fate will choose six heroes to save the world from ruination.",False,2015-07-01,portada/2022/11/25/Rokka_no_Yuusha_MID.jpg,Anime,Action,12,6.8,https://www.imdb.com/title/tt4958610/
2024-07-07,Rokka no Yuusha,"When evil awakes, the deity of Fate will choose six heroes to save the world from ruination.",False,2015-07-01,portada/2022/11/25/Rokka_no_Yuusha_MID.jpg,Anime,Adventure,12,6.8,https://www.imdb.com/title/tt4958610/
2024-07-07,Rokka no Yuusha,"When evil awakes, the deity of Fate will choose six heroes to save the world from ruination.",False,2015-07-01,portada/2022/11/25/Rokka_no_Yuusha_MID.jpg,Anime,Mystery,12,6.8,https://www.imdb.com/title/tt4958610/
2024-07-07,Rokka no Yuusha,"When evil awakes, the deity of Fate will choose six heroes to save the world from ruination.",False,2015-07-01,portada/2022/11/25/Rokka_no_Yuusha_MID.jpg,Anime,Magic,12,6.8,https://www.imdb.com/title/tt4958610/
2024-07-07,Rokudenashi Majutsu Koushi to Akashic Records,The new teacher at a magical academy doesn't seem to care about anything until a threat to the school shows a whole new side of him.,False,2017-04-01,portada/2022/11/25/Rokudenashi_Majutsu_Koushi_to_Akashic_Records_MID.jpg,Anime,Action,12,7.0,https://www.imdb.com/title/tt6845846/
